Gene	Degree	Exp	Low	High	Sum	Avg
AT2G44740	1	9.4585	20.3404	20.3404	20.3404	20.3404
AT4G28470	1	14.6405	20.3404	20.3404	20.3404	20.3404
AT3G55000	1	16.5647	20.3404	20.3404	20.3404	20.3404
AT5G23540	1	43.4335	20.3404	20.3404	20.3404	20.3404
AT1G23190	1	48.6916	20.3404	20.3404	20.3404	20.3404
AT5G10480	1	64.9824	20.3404	20.3404	20.3404	20.3404
AT3G17020	1	81.4776	20.3404	20.3404	20.3404	20.3404
AT5G15160	1	3.7937	20.4799	20.4799	20.4799	20.4799
AT3G50950	1	19.2128	20.5717	20.5717	20.5717	20.5717
AT5G38380	1	4.76399	20.5923	20.5923	20.5923	20.5923
AT2G21385	1	67.734	20.6455	20.6455	20.6455	20.6455
AT4G08910	1	0.741995	20.8007	20.8007	20.8007	20.8007
AT2G46370	1	16.5406	20.969	20.969	20.969	20.969
AT2G37480	1	11.8085	21.0267	21.0267	21.0267	21.0267
AT2G32700	1	23.6339	21.4129	21.4129	21.4129	21.4129
AT4G27270	1	4.84671	21.598	21.598	21.598	21.598
AT3G53030	1	6.13405	21.6421	21.6421	21.6421	21.6421
AT5G61600	1	8.4306	21.718	21.718	21.718	21.718
AT3G21220	1	10.5903	21.718	21.718	21.718	21.718
AT1G26340	1	20.6707	22.0809	22.0809	22.0809	22.0809
AT2G46650	1	55.7207	22.0809	22.0809	22.0809	22.0809
AT1G72050	1	13.6479	22.2659	22.2659	22.2659	22.2659
AT5G13780	1	65.4332	22.2659	22.2659	22.2659	22.2659
AT5G44190	1	94.9084	22.362	22.362	22.362	22.362
AT5G18100	1	57.3026	22.439	22.439	22.439	22.439
AT4G18510	1	0.375914	22.7282	22.7282	22.7282	22.7282
AT1G05575	1	0.449001	22.7282	22.7282	22.7282	22.7282
AT3G59930	1	1.87625	22.7282	22.7282	22.7282	22.7282
AT4G13195	1	2.27065	22.7282	22.7282	22.7282	22.7282
AT4G19810	1	3.6048	22.7282	22.7282	22.7282	22.7282
AT3G18510	1	3.98314	22.7282	22.7282	22.7282	22.7282
AT3G08950	1	5.37927	22.7282	22.7282	22.7282	22.7282
AT4G07990	1	10.0987	22.7282	22.7282	22.7282	22.7282
AT5G05670	1	10.7304	22.7282	22.7282	22.7282	22.7282
AT3G44280	1	18.8058	22.7282	22.7282	22.7282	22.7282
AT5G22280	1	21.7419	22.7282	22.7282	22.7282	22.7282
AT1G71950	1	23.7885	22.7282	22.7282	22.7282	22.7282
AT5G44580	1	78.5951	22.7282	22.7282	22.7282	22.7282
AT5G59490	1	0.0734779	22.8017	22.8017	22.8017	22.8017
AT2G45040	1	0.183696	22.8017	22.8017	22.8017	22.8017
AT4G22610	1	0.196526	22.8017	22.8017	22.8017	22.8017
AT3G20810	1	0.51134	22.8017	22.8017	22.8017	22.8017
AT3G50770	1	1.1584	22.8017	22.8017	22.8017	22.8017
AT2G38185	1	1.30287	22.8017	22.8017	22.8017	22.8017
AT5G50350	1	3.69797	22.8017	22.8017	22.8017	22.8017
AT5G60590	1	4.11361	22.8017	22.8017	22.8017	22.8017
AT3G16690	1	4.12176	22.8017	22.8017	22.8017	22.8017
AT4G25440	1	4.1481	22.8017	22.8017	22.8017	22.8017
AT4G24880	1	4.304	22.8017	22.8017	22.8017	22.8017
AT3G27540	1	4.75756	22.8017	22.8017	22.8017	22.8017
AT4G12460	1	4.85822	22.8017	22.8017	22.8017	22.8017
AT1G31540	1	4.99006	22.8017	22.8017	22.8017	22.8017
AT2G36485	1	5.62703	22.8017	22.8017	22.8017	22.8017
AT3G09320	1	6.66834	22.8017	22.8017	22.8017	22.8017
AT4G09980	1	6.7087	22.8017	22.8017	22.8017	22.8017
AT3G06780	1	7.3675	22.8017	22.8017	22.8017	22.8017
AT1G79810	1	7.38001	22.8017	22.8017	22.8017	22.8017
AT1G71430	1	7.44091	22.8017	22.8017	22.8017	22.8017
AT4G36860	1	8.63055	22.8017	22.8017	22.8017	22.8017
AT1G18630	1	11.3686	22.8017	22.8017	22.8017	22.8017
AT4G30750	1	19.2679	22.8017	22.8017	22.8017	22.8017
AT3G23325	1	20.8289	22.8017	22.8017	22.8017	22.8017
AT1G54030	1	24.4393	22.8017	22.8017	22.8017	22.8017
AT1G54320	1	26.6062	22.8017	22.8017	22.8017	22.8017
AT4G38460	1	52.6464	22.8017	22.8017	22.8017	22.8017
AT3G27925	1	60.3955	22.8017	22.8017	22.8017	22.8017
AT5G03850	1	321.773	22.8017	22.8017	22.8017	22.8017
AT2G34420	1	9018.43	22.8017	22.8017	22.8017	22.8017
AT1G65440	1	16.5765	22.8125	22.8125	22.8125	22.8125
AT5G27490	1	4.65093	23.0128	23.0128	23.0128	23.0128
AT1G53910	1	36.1755	23.0254	23.0254	23.0254	23.0254
AT1G14510	1	17.3751	23.0634	23.0634	23.0634	23.0634
AT4G21100	1	5.93424	23.9286	23.9286	23.9286	23.9286
AT1G06290	1	18.688	24.203	24.203	24.203	24.203
AT1G65150	1	2.99752	24.2627	24.2627	24.2627	24.2627
AT1G07440	1	25.263	24.2942	24.2942	24.2942	24.2942
AT3G13460	1	73.5971	24.3193	24.3193	24.3193	24.3193
AT5G52750	1	4.95064	24.357	24.357	24.357	24.357
AT5G35360	1	76.2825	24.5286	24.5286	24.5286	24.5286
AT5G58620	1	1.55301	24.5774	24.5774	24.5774	24.5774
AT2G41900	1	13.8837	24.5774	24.5774	24.5774	24.5774
AT3G15710	1	27.5999	24.8273	24.8273	24.8273	24.8273
AT5G47860	1	15.0521	24.8908	24.8908	24.8908	24.8908
AT3G21865	1	16.8604	24.9253	24.9253	24.9253	24.9253
AT1G07480	1	17.2382	25.01	25.01	25.01	25.01
AT2G42780	1	9.29154	25.5033	25.5033	25.5033	25.5033
AT5G13720	1	29.6642	26.1001	26.1001	26.1001	26.1001
AT1G72170	1	33.2317	26.1256	26.1256	26.1256	26.1256
AT5G22770	1	20.741	26.6734	26.6734	26.6734	26.6734
AT3G27010	1	1.81542	26.7888	26.7888	26.7888	26.7888
AT5G50370	1	26.0815	26.9206	26.9206	26.9206	26.9206
AT5G66055	1	39.1761	27.015	27.015	27.015	27.015
AT5G65790	1	0.324387	27.1217	27.1217	27.1217	27.1217
AT1G61870	1	16.776	27.2312	27.2312	27.2312	27.2312
AT4G37000	1	49.6809	27.27	27.27	27.27	27.27
AT5G64160	1	13.9607	27.6911	27.6911	27.6911	27.6911
AT5G14200	1	160.508	27.8079	27.8079	27.8079	27.8079
AT2G16370	1	8.93574	27.815	27.815	27.815	27.815
AT1G68490	1	23.56	27.815	27.815	27.815	27.815
AT2G44050	1	80.8462	27.8218	27.8218	27.8218	27.8218
AT3G22460	1	0.613867	27.8229	27.8229	27.8229	27.8229
AT1G48410	1	28.958	27.8494	27.8494	27.8494	27.8494
AT5G66030	1	15.5809	28.0545	28.0545	28.0545	28.0545
AT1G79690	1	11.3355	28.1128	28.1128	28.1128	28.1128
AT5G48630	1	30.5849	28.1128	28.1128	28.1128	28.1128
AT2G43640	1	17.5335	28.7171	28.7171	28.7171	28.7171
AT3G25930	1	0.12316	28.7692	28.7692	28.7692	28.7692
AT2G38770	1	6.59477	28.8803	28.8803	28.8803	28.8803
AT1G32490	1	9.08988	28.8803	28.8803	28.8803	28.8803
AT5G28740	1	12.7942	28.8803	28.8803	28.8803	28.8803
AT1G10580	1	15.0207	28.8803	28.8803	28.8803	28.8803
AT5G41770	1	15.379	28.8803	28.8803	28.8803	28.8803
AT5G64270	1	16.2764	28.8803	28.8803	28.8803	28.8803
AT3G18790	1	16.6386	28.8803	28.8803	28.8803	28.8803
AT2G43770	1	20.3914	28.8803	28.8803	28.8803	28.8803
AT3G60190	1	21.5539	28.8803	28.8803	28.8803	28.8803
AT1G07360	1	25.5587	28.8803	28.8803	28.8803	28.8803
AT1G77180	1	29.1938	28.8803	28.8803	28.8803	28.8803
AT2G33340	1	29.3699	28.8803	28.8803	28.8803	28.8803
AT3G20820	1	70.9433	28.8803	28.8803	28.8803	28.8803
AT4G19410	1	84.1719	28.8803	28.8803	28.8803	28.8803
AT3G52340	1	17.9753	29.1138	29.1138	29.1138	29.1138
AT1G80040	1	32.8919	29.1138	29.1138	29.1138	29.1138
AT4G10800	1	2.26773	29.2364	29.2364	29.2364	29.2364
AT5G50870	1	23.495	29.2364	29.2364	29.2364	29.2364
AT4G09010	1	341.596	29.3129	29.3129	29.3129	29.3129
AT3G27740	1	42.5241	29.4125	29.4125	29.4125	29.4125
AT5G17990	1	34.0277	29.5898	29.5898	29.5898	29.5898
AT3G01650	1	7.34417	29.7168	29.7168	29.7168	29.7168
AT4G01400	1	11.9645	29.7967	29.7967	29.7967	29.7967
AT3G09920	1	6.22171	30.8605	30.8605	30.8605	30.8605
AT3G15210	1	6.7297	31.6063	31.6063	31.6063	31.6063
AT4G04640	1	755.235	32.6564	32.6564	32.6564	32.6564
AT5G65540	1	5.30647	32.7858	32.7858	32.7858	32.7858
AT1G01520	1	0.789738	32.9489	32.9489	32.9489	32.9489
AT1G75110	1	0.808861	32.9489	32.9489	32.9489	32.9489
AT4G02425	1	2.71399	32.9489	32.9489	32.9489	32.9489
AT5G14140	1	3.86857	32.9489	32.9489	32.9489	32.9489
AT3G01400	1	3.94086	32.9489	32.9489	32.9489	32.9489
AT2G26210	1	15.3192	32.9489	32.9489	32.9489	32.9489
AT1G48520	1	28.1355	32.9489	32.9489	32.9489	32.9489
AT1G72730	1	10.5551	33.4296	33.4296	33.4296	33.4296
AT2G35190	1	9.48986	33.4498	33.4498	33.4498	33.4498
AT3G51000	1	8.67545	33.5402	33.5402	33.5402	33.5402
AT4G25100	1	712.894	34.4194	34.4194	34.4194	34.4194
AT5G10140	1	4.59284	34.5628	34.5628	34.5628	34.5628
AT5G25475	1	3.23662	34.8309	34.8309	34.8309	34.8309
AT4G15415	1	6.12949	34.8309	34.8309	34.8309	34.8309
AT3G09880	1	7.31351	34.8309	34.8309	34.8309	34.8309
AT1G22790	1	10.8156	34.8309	34.8309	34.8309	34.8309
AT1G66070	1	14.4997	34.8309	34.8309	34.8309	34.8309
AT2G47960	1	17.5134	34.8309	34.8309	34.8309	34.8309
AT1G15730	1	40.988	34.8309	34.8309	34.8309	34.8309
AT4G35420	1	4.69961	35.1242	35.1242	35.1242	35.1242
AT3G56720	1	19.8476	35.1242	35.1242	35.1242	35.1242
AT3G02570	1	46.1571	35.1242	35.1242	35.1242	35.1242
AT5G66470	1	49.8024	35.1242	35.1242	35.1242	35.1242
AT1G51710	1	25.1899	35.182	35.182	35.182	35.182
AT3G16230	1	12.1076	35.4592	35.4592	35.4592	35.4592
AT1G04290	1	16.925	35.5243	35.5243	35.5243	35.5243
AT1G55880	1	3.11621	36.2218	36.2218	36.2218	36.2218
AT3G02885	1	6.75087	36.2218	36.2218	36.2218	36.2218
AT1G77440	1	23.288	36.602	36.602	36.602	36.602
AT1G27390	1	25.8497	37.1108	37.1108	37.1108	37.1108
AT5G01900	1	0.421514	37.4739	37.4739	37.4739	37.4739
AT4G36060	1	0.733849	37.5252	37.5252	37.5252	37.5252
AT3G04060	1	0.860125	37.5252	37.5252	37.5252	37.5252
AT1G32870	1	2.23104	37.5252	37.5252	37.5252	37.5252
AT2G16770	1	2.34164	37.5252	37.5252	37.5252	37.5252
AT4G01720	1	2.98622	37.5252	37.5252	37.5252	37.5252
AT5G48250	1	5.36322	37.5252	37.5252	37.5252	37.5252
AT3G04710	1	7.30048	37.5252	37.5252	37.5252	37.5252
AT4G00050	1	11.4673	37.5252	37.5252	37.5252	37.5252
AT1G19835	1	14.767	37.5252	37.5252	37.5252	37.5252
AT5G03760	1	22.8327	37.5252	37.5252	37.5252	37.5252
AT2G02070	1	27.8042	37.5252	37.5252	37.5252	37.5252
AT5G54680	1	38.3923	37.5252	37.5252	37.5252	37.5252
AT1G62020	1	14.6151	37.702	37.702	37.702	37.702
AT3G15980	1	19.4587	37.702	37.702	37.702	37.702
AT2G21390	1	29.9678	37.702	37.702	37.702	37.702
AT3G57560	1	31.1425	37.702	37.702	37.702	37.702
AT4G31480	1	41.0023	37.702	37.702	37.702	37.702
AT4G34450	1	50.9164	37.702	37.702	37.702	37.702
AT4G39670	1	0.730028	37.9672	37.9672	37.9672	37.9672
AT2G34380	1	1.33281	37.9672	37.9672	37.9672	37.9672
AT5G45300	1	4.6411	37.9672	37.9672	37.9672	37.9672
AT3G01860	1	11.175	37.9672	37.9672	37.9672	37.9672
AT1G77610	1	12.9984	37.9672	37.9672	37.9672	37.9672
AT4G22540	1	18.6642	37.9672	37.9672	37.9672	37.9672
AT3G60130	1	19.648	37.9672	37.9672	37.9672	37.9672
AT1G09070	1	55.4236	37.9672	37.9672	37.9672	37.9672
AT1G52380	1	14.2886	38.095	38.095	38.095	38.095
AT5G38550	1	0.0346711	38.8732	38.8732	38.8732	38.8732
AT1G02920	1	24.5636	38.8732	38.8732	38.8732	38.8732
AT1G47750	1	7.07959	39.6509	39.6509	39.6509	39.6509
AT3G47430	1	16.459	39.6509	39.6509	39.6509	39.6509
AT1G01820	1	30.9815	39.6509	39.6509	39.6509	39.6509
AT2G45740	1	58.8888	39.6509	39.6509	39.6509	39.6509
AT1G73870	1	15.7791	39.8567	39.8567	39.8567	39.8567
AT3G15180	1	8.69365	40.0898	40.0898	40.0898	40.0898
AT1G68910	1	7.4292	40.1604	40.1604	40.1604	40.1604
AT1G48470	1	0.294449	40.3566	40.3566	40.3566	40.3566
AT2G46700	1	3.85968	40.3566	40.3566	40.3566	40.3566
AT4G36680	1	10.4579	40.4341	40.4341	40.4341	40.4341
AT3G43980	1	204.369	40.4341	40.4341	40.4341	40.4341
AT3G27380	1	15.2511	40.6037	40.6037	40.6037	40.6037
AT5G40650	1	21.3667	40.6037	40.6037	40.6037	40.6037
AT1G47420	1	88.0821	40.6037	40.6037	40.6037	40.6037
AT4G32210	1	101.332	40.6037	40.6037	40.6037	40.6037
AT4G20870	1	20.3467	40.6143	40.6143	40.6143	40.6143
AT2G34770	1	34.1669	40.6143	40.6143	40.6143	40.6143
AT4G36220	1	86.4295	40.6143	40.6143	40.6143	40.6143
AT3G61530	1	3.58815	40.6526	40.6526	40.6526	40.6526
AT5G48570	1	3.60167	41.233	41.233	41.233	41.233
AT1G63000	1	37.1134	42.0818	42.0818	42.0818	42.0818
AT1G77740	1	16.7305	42.1909	42.1909	42.1909	42.1909
AT1G29900	1	29.4125	42.5241	42.5241	42.5241	42.5241
AT3G05250	1	3.80354	42.5879	42.5879	42.5879	42.5879
AT5G03290	1	25.8539	42.5879	42.5879	42.5879	42.5879
AT1G73230	1	170.527	42.5879	42.5879	42.5879	42.5879
AT5G43010	1	24.8086	42.6747	42.6747	42.6747	42.6747
AT1G09230	1	6.42627	43.1888	43.1888	43.1888	43.1888
AT2G33150	1	79.9283	43.2847	43.2847	43.2847	43.2847
AT4G27900	1	6.49923	43.6274	43.6274	43.6274	43.6274
AT4G38900	1	8.57085	43.6274	43.6274	43.6274	43.6274
AT5G26720	1	2.66243	43.7063	43.7063	43.7063	43.7063
AT1G30880	1	77.685	43.7063	43.7063	43.7063	43.7063
AT2G24090	1	509.27	43.7063	43.7063	43.7063	43.7063
AT4G14430	1	28.9062	43.8882	43.8882	43.8882	43.8882
AT4G01580	1	8.99311	44.3711	44.3711	44.3711	44.3711
AT4G21790	1	26.5153	44.489	44.489	44.489	44.489
AT5G40580	1	34.1788	44.6992	44.6992	44.6992	44.6992
AT3G27430	1	51.9313	44.6992	44.6992	44.6992	44.6992
AT5G15190	1	1.56031	44.8352	44.8352	44.8352	44.8352
AT4G20780	1	5.83731	44.9362	44.9362	44.9362	44.9362
AT5G22880	1	170.489	45.1692	45.1692	45.1692	45.1692
AT3G18190	1	30.4576	45.334	45.334	45.334	45.334
ATMG00285	1	1.22657	45.4029	45.4029	45.4029	45.4029
ATMG00270	1	1.89706	45.4029	45.4029	45.4029	45.4029
ATMG00580	1	2.32558	45.4029	45.4029	45.4029	45.4029
AT1G68680	1	12.1417	45.4029	45.4029	45.4029	45.4029
AT3G27280	1	19.5851	45.4029	45.4029	45.4029	45.4029
AT3G06310	1	22.6359	45.4029	45.4029	45.4029	45.4029
AT1G67350	1	45.9007	45.4029	45.4029	45.4029	45.4029
AT5G47890	1	62.0644	45.4029	45.4029	45.4029	45.4029
AT2G42210	1	84.7829	45.4029	45.4029	45.4029	45.4029
AT2G02510	1	90.3447	45.4029	45.4029	45.4029	45.4029
AT3G18410	1	163.793	45.4029	45.4029	45.4029	45.4029
AT1G76200	1	200.622	45.4029	45.4029	45.4029	45.4029
AT5G53180	1	10.3708	45.7309	45.7309	45.7309	45.7309
AT1G15350	1	6.04153	46.1585	46.1585	46.1585	46.1585
AT3G54880	1	10.6699	46.1585	46.1585	46.1585	46.1585
AT5G44070	1	16.9254	46.7705	46.7705	46.7705	46.7705
AT2G38620	1	2.88906	47.8501	47.8501	47.8501	47.8501
AT3G53880	1	5.04395	47.8501	47.8501	47.8501	47.8501
AT4G14310	1	5.23276	47.8501	47.8501	47.8501	47.8501
AT4G03560	1	26.1009	48.3523	48.3523	48.3523	48.3523
AT2G34970	1	9.47384	48.7412	48.7412	48.7412	48.7412
AT5G26660	1	1.25821	49.3624	49.3624	49.3624	49.3624
AT3G44880	1	27.27	49.6809	49.6809	49.6809	49.6809
AT5G06160	1	14.0768	50.1369	50.1369	50.1369	50.1369
AT5G38895	1	1.99293	50.2774	50.2774	50.2774	50.2774
AT2G19670	1	13.258	50.7624	50.7624	50.7624	50.7624
AT3G16950	1	11.8962	51.2403	51.2403	51.2403	51.2403
AT1G61690	1	5.1342	51.9255	51.9255	51.9255	51.9255
AT2G45810	1	26.2307	52.1123	52.1123	52.1123	52.1123
AT1G03530	1	5.13619	53.024	53.024	53.024	53.024
AT4G11420	1	41.3861	53.0424	53.0424	53.0424	53.0424
AT3G19960	1	11.5294	53.1101	53.1101	53.1101	53.1101
AT4G38150	1	7.88444	53.2167	53.2167	53.2167	53.2167
AT2G43950	1	19.9044	53.4321	53.4321	53.4321	53.4321
AT2G19900	1	0.106644	55.1118	55.1118	55.1118	55.1118
AT4G35790	1	16.1877	55.1872	55.1872	55.1872	55.1872
AT1G32100	1	6.81748	56.2623	56.2623	56.2623	56.2623
AT4G18440	1	97.608	56.9715	56.9715	56.9715	56.9715
AT2G47590	1	109.264	57.2097	57.2097	57.2097	57.2097
AT5G43060	1	14.7172	57.2815	57.2815	57.2815	57.2815
AT3G21140	1	8.20258	57.5295	57.5295	57.5295	57.5295
AT5G17840	1	30.8178	57.5295	57.5295	57.5295	57.5295
AT3G06930	1	11.9132	57.7438	57.7438	57.7438	57.7438
AT2G04400	1	25.3552	57.7438	57.7438	57.7438	57.7438
AT5G18660	1	91.5903	57.7438	57.7438	57.7438	57.7438
AT3G06810	1	8.78639	58.2302	58.2302	58.2302	58.2302
AT1G17880	1	290.569	58.3722	58.3722	58.3722	58.3722
AT5G17290	1	4.41271	58.76	58.76	58.76	58.76
AT1G32500	1	41.7732	58.8432	58.8432	58.8432	58.8432
AT1G16250	1	1.88179	59.9417	59.9417	59.9417	59.9417
AT2G24250	1	2.12003	59.9417	59.9417	59.9417	59.9417
AT1G55590	1	4.04564	59.9417	59.9417	59.9417	59.9417
AT3G07550	1	4.54328	59.9417	59.9417	59.9417	59.9417
AT5G50450	1	4.91326	59.9417	59.9417	59.9417	59.9417
AT5G46170	1	6.37015	59.9417	59.9417	59.9417	59.9417
AT5G52880	1	7.42273	59.9417	59.9417	59.9417	59.9417
AT1G30200	1	13.6032	59.9417	59.9417	59.9417	59.9417
AT1G76900	1	17.4254	59.9417	59.9417	59.9417	59.9417
AT5G38860	1	2.63666	60.4672	60.4672	60.4672	60.4672
AT5G04240	1	3.8759	60.4672	60.4672	60.4672	60.4672
AT3G48430	1	4.31703	60.4672	60.4672	60.4672	60.4672
AT4G23430	1	20.909	60.6012	60.6012	60.6012	60.6012
AT3G48870	1	67.3161	60.6012	60.6012	60.6012	60.6012
AT5G06140	1	20.6999	60.8001	60.8001	60.8001	60.8001
AT4G04320	1	9.5879	61.0588	61.0588	61.0588	61.0588
AT3G11530	1	14.8102	61.4878	61.4878	61.4878	61.4878
AT5G22110	1	3.26256	61.992	61.992	61.992	61.992
AT3G61260	1	111.401	61.992	61.992	61.992	61.992
AT3G52450	1	0.630403	62.6538	62.6538	62.6538	62.6538
AT2G41630	1	15.4356	62.7013	62.7013	62.7013	62.7013
AT1G17745	1	5.93864	62.7417	62.7417	62.7417	62.7417
AT4G31120	1	9.52262	62.7497	62.7497	62.7497	62.7497
AT1G74490	1	0.398836	65.1628	65.1628	65.1628	65.1628
AT1G11270	1	1.70037	65.1628	65.1628	65.1628	65.1628
AT1G34300	1	3.71925	65.1628	65.1628	65.1628	65.1628
AT1G21550	1	5.01766	65.1628	65.1628	65.1628	65.1628
AT1G29340	1	12.4361	65.1628	65.1628	65.1628	65.1628
AT1G62560	1	28.1918	65.4816	65.4816	65.4816	65.4816
AT2G29100	1	0.0247368	65.646	65.646	65.646	65.646
AT5G48400	1	0.0632698	65.646	65.646	65.646	65.646
AT2G40470	1	0.185272	65.646	65.646	65.646	65.646
AT2G31900	1	0.431909	65.646	65.646	65.646	65.646
AT5G27000	1	0.476571	65.646	65.646	65.646	65.646
AT5G27100	1	0.493603	65.646	65.646	65.646	65.646
AT5G05340	1	0.510648	65.646	65.646	65.646	65.646
ATMG00290	1	0.514345	65.646	65.646	65.646	65.646
AT3G48340	1	0.767487	65.646	65.646	65.646	65.646
AT3G14470	1	0.938946	65.646	65.646	65.646	65.646
AT3G53760	1	1.5784	65.646	65.646	65.646	65.646
AT5G49500	1	1.66056	65.646	65.646	65.646	65.646
AT4G12020	1	1.79405	65.646	65.646	65.646	65.646
AT5G52830	1	1.87423	65.646	65.646	65.646	65.646
AT1G74310	1	1.96874	65.646	65.646	65.646	65.646
AT3G28030	1	2.21272	65.646	65.646	65.646	65.646
ATMG00090	1	2.29645	65.646	65.646	65.646	65.646
AT5G23430	1	2.45019	65.646	65.646	65.646	65.646
AT3G16650	1	2.68889	65.646	65.646	65.646	65.646
AT1G62300	1	3.01343	65.646	65.646	65.646	65.646
AT2G30770	1	3.04449	65.646	65.646	65.646	65.646
AT5G49060	1	3.06	65.646	65.646	65.646	65.646
AT2G32400	1	3.58057	65.646	65.646	65.646	65.646
AT5G45050	1	3.61025	65.646	65.646	65.646	65.646
ATCG00500	1	3.7008	65.646	65.646	65.646	65.646
AT2G19110	1	4.03802	65.646	65.646	65.646	65.646
AT4G37530	1	5.94958	65.646	65.646	65.646	65.646
AT2G41620	1	6.48393	65.646	65.646	65.646	65.646
AT4G30935	1	6.7016	65.646	65.646	65.646	65.646
AT5G26860	1	7.05103	65.646	65.646	65.646	65.646
AT5G03340	1	7.5115	65.646	65.646	65.646	65.646
AT5G04930	1	7.73271	65.646	65.646	65.646	65.646
AT5G33280	1	7.84635	65.646	65.646	65.646	65.646
AT5G13490	1	8.11357	65.646	65.646	65.646	65.646
AT1G34760	1	8.61794	65.646	65.646	65.646	65.646
ATCG00190	1	8.7863	65.646	65.646	65.646	65.646
AT3G53570	1	9.01879	65.646	65.646	65.646	65.646
AT1G80080	1	9.33788	65.646	65.646	65.646	65.646
AT4G37520	1	10.2427	65.646	65.646	65.646	65.646
AT4G32180	1	11.5753	65.646	65.646	65.646	65.646
AT5G55300	1	12.1817	65.646	65.646	65.646	65.646
AT4G02060	1	12.9128	65.646	65.646	65.646	65.646
AT2G24120	1	13.4721	65.646	65.646	65.646	65.646
AT4G04910	1	15.0402	65.646	65.646	65.646	65.646
AT3G57260	1	16.2274	65.646	65.646	65.646	65.646
AT3G20330	1	16.3342	65.646	65.646	65.646	65.646
AT4G03080	1	16.7745	65.646	65.646	65.646	65.646
AT1G32900	1	16.8257	65.646	65.646	65.646	65.646
AT2G41740	1	17.5822	65.646	65.646	65.646	65.646
AT1G53310	1	26.0864	65.646	65.646	65.646	65.646
AT3G50000	1	27.5504	65.646	65.646	65.646	65.646
AT5G23860	1	33.6826	65.646	65.646	65.646	65.646
AT5G64050	1	37.5071	65.646	65.646	65.646	65.646
AT3G28200	1	38.0099	65.646	65.646	65.646	65.646
AT2G45790	1	45.8672	65.646	65.646	65.646	65.646
AT1G10760	1	53.4576	65.646	65.646	65.646	65.646
AT2G47510	1	53.9284	65.646	65.646	65.646	65.646
AT4G00360	1	55.2112	65.646	65.646	65.646	65.646
AT4G39980	1	55.3918	65.646	65.646	65.646	65.646
AT5G35790	1	66.8437	65.646	65.646	65.646	65.646
AT5G67510	1	104.506	65.646	65.646	65.646	65.646
ATCG01000	1	126.492	65.646	65.646	65.646	65.646
AT5G50950	1	127.278	65.646	65.646	65.646	65.646
AT4G33010	1	362.515	65.646	65.646	65.646	65.646
AT5G07090	1	365.163	65.646	65.646	65.646	65.646
AT2G18020	1	606.667	65.646	65.646	65.646	65.646
AT1G31930	1	8.98523	65.7309	65.7309	65.7309	65.7309
AT1G59900	1	80.1716	66.1111	66.1111	66.1111	66.1111
AT1G03680	1	330.587	66.128	66.128	66.128	66.128
AT5G43960	1	32.4388	66.7225	66.7225	66.7225	66.7225
AT2G48120	1	20.6455	67.734	67.734	67.734	67.734
AT3G11930	1	89.362	67.7847	67.7847	67.7847	67.7847
AT3G51860	1	0.445662	67.9774	67.9774	67.9774	67.9774
AT2G28910	1	63.3519	67.9774	67.9774	67.9774	67.9774
AT1G07980	1	11.5025	68.7605	68.7605	68.7605	68.7605
AT1G76270	1	3.70572	68.9147	68.9147	68.9147	68.9147
AT1G13990	1	11.9622	69.2371	69.2371	69.2371	69.2371
AT5G22620	1	26.85	69.2371	69.2371	69.2371	69.2371
AT5G15090	1	99.8093	69.2371	69.2371	69.2371	69.2371
AT2G39090	1	5.96567	75.5356	75.5356	75.5356	75.5356
AT5G16510	1	11.4489	75.7726	75.7726	75.7726	75.7726
AT1G57720	1	129.768	77.3568	77.3568	77.3568	77.3568
AT5G14700	1	4.44003	78.5905	78.5905	78.5905	78.5905
AT1G34770	1	2.88741	78.976	78.976	78.976	78.976
AT1G47250	1	17.0482	79.9647	79.9647	79.9647	79.9647
AT4G35320	1	20.6955	79.9647	79.9647	79.9647	79.9647
AT1G33810	1	97.7763	79.9647	79.9647	79.9647	79.9647
AT1G23750	1	11.3205	80.6737	80.6737	80.6737	80.6737
AT5G61865	1	0.64715	80.7446	80.7446	80.7446	80.7446
AT2G34750	1	25.3479	81.0755	81.0755	81.0755	81.0755
AT5G62630	1	8.69428	82.7977	82.7977	82.7977	82.7977
AT5G06410	1	7.55793	84.0675	84.0675	84.0675	84.0675
AT3G09710	1	3.43679	86.6277	86.6277	86.6277	86.6277
AT3G29310	1	5.79369	86.6277	86.6277	86.6277	86.6277
AT3G59300	1	17.8311	87.5598	87.5598	87.5598	87.5598
AT2G01650	1	5.1425	89.4802	89.4802	89.4802	89.4802
AT4G22150	1	12.1883	89.4802	89.4802	89.4802	89.4802
AT4G04210	1	39.8224	89.4802	89.4802	89.4802	89.4802
AT5G10850	1	0.990393	92.7838	92.7838	92.7838	92.7838
AT4G27450	1	3.48387	93.1575	93.1575	93.1575	93.1575
AT4G14710	1	53.8257	93.1575	93.1575	93.1575	93.1575
AT1G27030	1	15.6186	94.0756	94.0756	94.0756	94.0756
AT1G06910	1	2.84333	94.4856	94.4856	94.4856	94.4856
AT5G06560	1	4.27066	94.4856	94.4856	94.4856	94.4856
AT3G26170	1	16.7577	94.4856	94.4856	94.4856	94.4856
AT4G39950	1	23.6886	94.4856	94.4856	94.4856	94.4856
AT1G55670	1	3840.61	96.6362	96.6362	96.6362	96.6362
AT5G22120	1	6.3301	98.2239	98.2239	98.2239	98.2239
